,ww_0_6,ww_7_10,ww_11_15,ww_16_19,ww_20_23,we_0_6,we_7_10,we_11_15,we_16_19,we_20_23,unemployed_perc,rent_social_perc,level4_perc,car_3_over_perc,young_16_34_per,102,1057,320,422,425,947
p_crime,-1.2040123190073146,-3.092978999961027,4.882816153269864,-0.4576782863160347,-0.1181038598523011,0.6484359851444774,-1.051763658556645,0.260609384630969,1.1350466585162335,0.41085928976696356,0.20562223285717332,0.19847869577583224,0.1836199977512323,-0.0,-0.0021553961847817662,1.0510358769005907,-0.1804613347346982,0.2452585950084701,-0.0006144133836012136,0.09425519309868335,0.2550888736904678
Bicycle theft,0.0,0.0,0.011817125420390177,0.0,0.0,-0.0,0.0,0.04106477473460448,0.0,0.0,-0.0,0.030255708342106925,0.06672046212370705,-0.010269999752521502,0.03698948421016349,0.17995681375250452,0.0,0.018836476648482068,0.0,0.0,0.0
Burglary,-0.02493850275855875,0.0,0.024605661061658242,0.0,0.0,0.0,-0.0,0.0,0.03615707921894735,0.04733023117960378,0.011735628686651825,0.045661526140022946,0.06664266552908851,-0.0,0.013606303858453093,0.08981564997404262,-0.0,0.0,-0.0010405443145513075,0.007312120837812345,0.04619772249833232
Criminal damage and arson,0.011714783865601871,-0.017838044621978102,0.07479731328801306,-0.0,-0.10171203263234728,-0.02967048467810136,0.014262561263159034,0.01725554322838249,0.0,0.11464182831182702,0.040147629695678026,0.03530641909778113,-0.033043272928043634,-0.034526113289191994,-0.0004571685480874791,0.029164147281022526,0.040068025955951776,0.025521845666687703,0.03412895990920785,0.036747937396830625,0.03883661172397258
Robbery,-0.1470874190281382,-0.19688141154639208,0.20893248625944671,-0.0,-0.0,0.06947216528510217,-0.07956070146299198,0.039800207207439195,0.11601392896140589,0.095677842508131,0.026294733446596507,0.019134012942441624,0.0056273846309890935,-0.00723404554444518,0.009432842568405314,0.05837293143797389,-0.011235726821066622,0.01695244747641393,0.01585286454251572,0.051878001634205334,0.0429633580977641
Shoplifting,-0.08451643393289748,-0.7195975553944197,1.2268896251426957,-0.03221363955459491,-0.0,-0.0037933453501644786,-0.21937315282934255,0.30614955298058527,0.0,-0.10173797569507152,0.020687039238671507,0.004497862513791367,-0.016686444093586834,-0.0022966187176913008,-0.0018122121596919828,0.31920250146341406,-0.0762994803367163,0.0,0.11399174795311098,-0.13548621696312516,0.07356608566427036
Theft from the person,-1.0119453224191302,-1.7037152933728792,2.3496751819413286,-0.0,-0.10462749490220384,0.7220894239819593,-0.6280329720103777,-0.2503504347584676,1.0940314780637532,0.0,-0.007160397873967528,0.08048936765904968,-0.003503486673733748,0.040755784347618965,0.0146532362752696,0.43466889593153446,-0.11418131525660163,0.13171937404547288,-0.12887439324895367,0.14072263227804732,0.0
Vehicle crime,-0.0,-0.0,0.0,-0.019967180144416,0.0,0.0,-0.0,0.12791601069844388,0.0,0.11332867322382087,0.09889600992830945,-0.05290499519439948,0.03635455450498384,-0.0017029138644006246,-0.06597827209527451,-0.0,0.0,0.03700416235449193,0.0,0.025215183983497414,0.01942054444417733
