,2020-02,2020-04,2020-08,2020-11,lsoa
0,0.08960136536092789,0.020891234916549817,0.03843213494287564,0.4452077931567137,E01003513
1,-1.1102230246251565e-16,-0.01359845506064648,-1.8735013540549517e-16,-0.38932032716610787,E01001159
2,0.15212788829679547,0.058438218382994754,0.6571567341000004,0.280508945081785,E01002714
3,2.0716292695422713,1.2927352815766782,1.4433501676824363,2.2126568491497087,E01002061
4,0.17710735678766945,0.026969439821534186,0.17332574380656518,0.14700243452872863,E01000696
5,1.0563152896135686,0.37616300641935757,1.133978062841101,0.9422381397186399,E01003788
6,0.05049639645868729,0.10112112692894203,-0.01779666295548788,0.19790535124254138,E01002404
7,0.6382317991689668,-0.23731444723982723,-0.07474959666258878,0.13728281988069527,E01003630
8,-0.03794886058170288,0.671383056361079,0.06503314741035372,0.2739391701691492,E01004479
9,-0.04114909057632794,0.03592698180055805,-0.06061535897637198,0.32785595055647365,E01001560
10,0.3797452679379201,0.09202115076828864,0.42253671864191733,0.555617426288352,E01001957
11,-0.2020697739672543,-0.08699067129479761,-0.0023991435292631176,0.24164340508059787,E01003472
12,0.029883026369096434,0.2587930161146534,0.9030826158854888,0.46398399409625385,E01004753
13,0.033796415902043776,0.35458466206403627,0.08297432288732931,0.3491702485645215,E01000653
14,0.52438428152002,1.7307969867319752,0.9159428688551514,2.037978599447752,E01033489
15,0.04268106117637828,-0.02760776899933741,0.002576163728005277,0.06547572783880128,E01003814
16,0.0629790714446204,0.04943513276126049,-0.04050323082135893,0.017241849308535614,E01000569
17,0.3651326080991755,-0.023061293040402626,0.2995326939870374,0.5006872059611023,E01000361
18,-0.0029143454461609195,-0.05929644042721394,0.12737535006232847,-0.054782585737196327,E01001576
19,0.0674838607354911,0.00023396317593807163,-0.0007122555667024291,0.14495046526848254,E01001098
20,0.2505561916180409,0.1495229389008009,0.3488253653033607,-0.1213346552974994,E01003775
21,0.054905675244041406,0.06105834870379734,-0.015074266876067116,0.15591712392761606,E01001093
22,-0.014054020912733922,0.07733979647619192,-0.0010044652184131547,0.07628275902762052,E01002691
23,-9.71445146547012e-17,0.09237689116130343,0.25056861655351814,0.0847135842084578,E01004642
24,2.1882495815361835e-13,0.11555800058935982,0.3519373834368794,0.5352832013656934,E01002091
25,0.08237371900354351,0.18544546615792362,0.0018798478786101608,0.0012407353712693106,E01002200
26,0.7674934519851315,1.2493584523428682,0.6574494000032546,0.6491806720800164,E01004712
27,0.26306924113959407,1.7470704182614851,0.32334000810541014,0.8916898136716185,E01003934
28,-4.423544863740858e-17,0.12981288453722614,-0.062127874932849866,-0.03165109692242948,E01001183
29,0.14430026090030695,-0.03113880488365186,0.854280474677571,1.1454393459382257,E01000015
30,0.016420856871149442,-0.0104829442249713,-0.08632775322247697,-1.3793084513089027e-17,E01000465
31,0.4316630310639521,0.3611952909915965,0.4892766893451561,0.5421082032151802,E01000964
32,0.1908420181641367,0.03056362746889684,0.3643519920412652,0.4646696036525888,E01002131
33,0.6311832331654824,0.5729006322221906,0.5270735763864891,0.4963467972692231,E01004733
34,0.1379768101598792,0.11464960359531819,0.002873176928236968,0.6264284039215581,E01004235
35,2.194425197110661e-16,0.15134135193616643,-0.2590631618675782,-0.0057356780705580136,E01000994
36,0.05007170877964985,-0.009174050490400822,0.2000939052891604,-0.016156003241446747,E01000793
37,0.052375639598404466,0.3234657442178948,0.03125701975884328,0.182320749047419,E01001043
38,0.10453571250453272,0.06347040361721455,0.40359514176349076,0.2725940880177991,E01004340
39,0.7310973293523018,0.0143277454804264,0.5993658487995849,0.5849166492384011,E01000277
40,0.33360386798355796,0.3880653156894229,0.8835942514904784,0.7821356719820268,E01003093
41,0.07586076784135985,0.1470998556446909,-9.056340746771419e-16,-0.003794306223156461,E01001592
42,-0.012756210750650927,0.07438302317701764,0.03402130834095461,0.11527026814554672,E01001915
43,0.3161688570866328,0.949298551495237,0.6781234154703805,0.8925874830043548,E01000859
44,0.0,0.07866934386808819,0.2161683053019725,0.08476078009030397,E01003354
45,1.3877787807814457e-17,8.782037597132586e-18,-0.043698376406121335,-0.035117824401470515,E01001065
46,0.01989186197323793,0.15500426648405186,-0.20195114041385542,0.28847415534178433,E01003135
47,-8.187894806610529e-16,-0.007135395058740061,-9.020562075079397e-17,0.08746240584045901,E01002420
48,0.0879349792692635,0.06571364058784705,0.1456064004476298,0.15775476159363283,E01003617
49,0.49643432060564824,0.07612709572531864,0.7439298045454701,1.4674805577130798,E01002038
50,-0.0001216191011784648,-0.07242227567808435,-0.08194018284715134,0.3939399534974916,E01002251
51,-0.02128112122008284,0.11181206119279267,0.12851570405805923,0.27317671371404056,E01004428
52,0.40082029200889985,0.48168811187386373,0.8432110803229615,1.17227201720914,E01003937
53,-0.011591653940873414,0.5164497417960338,-0.07022716409907646,0.4007171249399796,E01003283
54,1.659601860673593,0.3955967933984848,1.7246791326908657,2.312497563041078,E01003049
55,0.08699124097049607,-0.04766090871137329,-0.008243401510088203,0.0497426172482495,E01001874
56,0.03438512787376741,-0.0731793851345704,0.14948942316062674,-0.04466887853707806,E01000198
57,0.0993642328386809,-0.030492354878997402,0.016034973285539395,0.11190164849381812,E01002666
58,0.32861703937768433,0.27347413172120255,0.5923428152347127,0.387359156348611,E01003384
59,0.12562425041167552,0.07836018415792079,-2.2731449586289865e-05,-0.03930423331114134,E01001935
60,0.10213929467089998,0.1686062556911853,-0.09276398944518094,0.065225602827681,E01000113
61,0.10982071867867871,0.18221670876532728,0.7406767851659946,0.6834612998348056,E01003987
62,-4.597017211338539e-17,-0.007473446645764853,-5.854691731421724e-17,-0.028898694922995967,E01002223
63,0.43754500408715674,0.018356818056533743,0.9617503433934337,3.087765916923668,E01001491
64,0.38719766272437595,1.0678903839412832,0.34203154958957616,0.8560711175598652,E01001986
65,0.08047782281156343,0.0029067311407438273,-0.006905142547155506,-0.04795140624659008,E01004256
66,1.2576745200831851e-17,-0.0540742024999688,-0.011520233929859482,-0.005609358341342395,E01002567
67,0.0002042856297129192,0.11141161847800032,0.01556557653749853,0.18728016764391422,E01004136
68,-0.2970000177222864,0.04927544474819548,4.103378268139994e-14,-0.08740211453303469,E01001314
69,2.45255205033601e-14,0.20583117620812727,1.700029006457271e-16,0.22708210965358644,E01003219
70,-0.026809607707148735,1.7889335846010823e-17,3.469446951953614e-18,0.14818437703588622,E01001028
71,0.8873502099320596,0.28719220471070617,0.5788291558617343,1.7084208993604237,E01004408
72,0.03075528115499066,0.01480119912279062,0.10701402134893284,0.38098117094966344,E01002982
73,0.12151133963845448,0.06750620238799511,-0.006314969892473157,-0.01594790327350055,E01032782
74,0.14051255483514696,-0.1838217325322291,0.3928576666168776,0.6450653025214182,E01004305
75,0.14777540301365646,-0.18390707748884025,0.04531411116604126,0.32380526408561716,E01001911
76,-0.035684149969983855,0.1534130117438313,0.14809831402037243,0.44506625521437454,E01001009
77,-3.6009666360109494e-05,-4.9873299934333204e-18,1.6168164897190085e-17,0.24217776135975835,E01001021
78,0.037973794184572654,-0.062131440797638285,0.060827761165592686,0.25506629753137633,E01004251
79,0.11341007369150743,0.026212102412594303,0.27798254213215523,0.30277606861172357,E01004140
80,0.6990596614674904,0.20672606871626784,0.31945323315759805,0.2415358224210375,E01001223
81,0.5918254314340727,0.5493004065533312,0.3153839037277324,0.7961081976170971,E01000006
82,0.19694605954109695,-0.07270021145720483,0.032413224236224766,-0.008425518776277747,E01002373
