,crime_type,x_number,mod_r2,mod_rmse,alpha,coef,rmse,r_sq,p_values
10,Criminal damage and arson,10,0.02647386810036967,0.5607184052623919,0.001,"[-0.          0.          0.19466102 -0.          0.06008876 -0.00598126
 -0.04726235  0.         -0.01910717  0.1132548 ]",0.5743567358358392,0.040754418441010465,"[1.         1.         0.16289175 1.         0.41546084 0.84288582
 0.35955479 1.         0.8528164  0.05411124]"
11,Criminal damage and arson,21,0.06776683020903251,0.5486978767956006,0.003,"[ 0.05882159  0.03217596 -0.0101547  -0.03014896 -0.00034211  0.00356106
  0.0292305   0.00033922  0.02570064  0.01824446  0.01491121  0.
  0.          0.          0.          0.          0.02794264  0.03305958
  0.          0.          0.        ]",0.5645275546862172,0.07747485822879896,"[6.37305558e-06 6.34353288e-03 3.62235685e-01 9.02424778e-03
 9.72830199e-01 8.47608580e-01 1.26839763e-02 9.79872473e-01
 1.76994201e-02 9.30586709e-02 2.33744114e-01 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e+00
 3.71700419e-01 5.35499988e-01 1.00000000e+00 1.00000000e+00
 1.00000000e+00]"
12,Robbery,11,0.08768826341307501,0.28654081733672776,0.006,"[ 0.01749879  0.007052    0.         -0.01462742  0.00109926  0.
  0.00625348  0.00108938  0.01331191  0.          0.05575865]",0.3169258588376783,0.04519532938724313,"[0.00852212 0.24703554 1.         0.01453328 0.83258964 1.
 0.20676569 0.87530947 0.01762868 1.         0.        ]"
13,Robbery,10,0.055944920076210436,0.2914832070634602,0.001,"[-0.06032474  0.          0.33380063  0.          0.04925683 -0.05306839
 -0.08646915  0.          0.          0.12290089]",0.3184115261732841,0.03731475790332517,"[3.57786008e-03 1.00000000e+00 4.25669892e-06 1.00000000e+00
 1.99128299e-01 7.22537570e-04 1.26858240e-03 1.00000000e+00
 1.00000000e+00 5.87305461e-05]"
14,Robbery,21,0.08768826341307501,0.28654081733672776,0.006,"[ 0.01749879  0.007052    0.         -0.01462742  0.00109926  0.
  0.00625348  0.00108938  0.01331191  0.          0.05575865  0.
  0.          0.          0.          0.         -0.          0.
  0.          0.          0.        ]",0.3169258588376783,0.04519532938724313,"[0.01008001 0.2518393  1.         0.01526592 0.83401147 1.
 0.30707406 0.87670675 0.01864706 1.         0.         1.
 1.         1.         1.         1.         1.         1.
 1.         1.         1.        ]"
15,Shoplifting,11,0.2557277717861739,0.5671615113880701,0.001,"[ 0.00688875 -0.         -0.02317315  0.00050738  0.00900218  0.1405191
  0.03025712  0.13519295  0.06951447 -0.11592078  0.10167249]",0.6324022295975876,0.13111655201352757,"[6.00703403e-01 1.00000000e+00 3.85631304e-02 9.65829150e-01
 3.81827109e-01 8.12683254e-14 2.03617332e-03 0.00000000e+00
 4.08931333e-10 0.00000000e+00 1.11022302e-15]"
16,Shoplifting,10,0.17901682678760966,0.5956730730862357,0.002,"[ 0.          0.07802674  1.53697643  0.          0.         -0.12965444
 -0.20199595 -0.         -0.49234055  0.05153491]",0.6350748774750895,0.1333769974407205,"[1.00000000e+00 5.99181427e-01 0.00000000e+00 1.00000000e+00
 1.00000000e+00 5.32490640e-05 2.29943457e-04 1.00000000e+00
 6.94744533e-06 4.09328793e-01]"
17,Shoplifting,21,0.28725455160640534,0.5550192789444345,0.001,"[ 2.51923735e-02 -6.00807403e-03 -2.03557477e-02  3.25459811e-04
  8.05200980e-03  1.38601907e-01 -2.56447419e-02  1.45890846e-01
  4.41823436e-02 -1.17704541e-01  7.31700491e-02 -1.83650239e-01
  0.00000000e+00  9.56176288e-01  0.00000000e+00  2.60558924e-02
  4.95439193e-02  1.62372171e-02  0.00000000e+00 -4.89920384e-01
  1.66173044e-02]",0.622961250801364,0.16573609012611468,"[5.57801328e-02 6.14229464e-01 7.10188509e-02 9.77760943e-01
 4.28093782e-01 1.66089364e-13 3.06162200e-02 0.00000000e+00
 5.60565406e-05 0.00000000e+00 8.06457368e-09 2.95122915e-05
 1.00000000e+00 7.10271619e-10 1.00000000e+00 7.30580193e-01
 1.17422038e-01 7.63513031e-01 1.00000000e+00 2.23751790e-06
 7.80033790e-01]"
18,Theft from the person,11,0.30016060403178757,0.2248972432023123,0.001,"[ 0.0063547   0.01237369 -0.          0.00409739  0.02214278  0.06510316
  0.00378971  0.06486287 -0.         -0.01602869  0.03706919]",0.2701717231688024,0.12191532535875527,"[2.23407859e-01 9.67756925e-03 1.00000000e+00 3.82979184e-01
 6.06783797e-08 0.00000000e+00 3.29637592e-01 0.00000000e+00
 1.00000000e+00 2.97994945e-04 1.74305015e-13]"
19,Theft from the person,10,0.15651173599801738,0.24690192384831675,0.001,"[ 0.04026723  0.46582185  0.11820836  0.00520478  0.08830396 -0.11719628
 -0.17209586  0.          0.          0.01180867]",0.2789060056721619,0.06979148698738724,"[2.16726407e-02 4.41868764e-14 5.43282796e-02 9.47583749e-01
 6.59232127e-03 0.00000000e+00 4.19664303e-14 1.00000000e+00
 1.00000000e+00 6.48297571e-01]"
20,Theft from the person,21,0.30413235202742006,0.224258177108439,0.001,"[ 0.00512004  0.01227119 -0.          0.00573829  0.02076288  0.06452861
  0.00645946  0.06412365 -0.         -0.01551809  0.03630421  0.
  0.          0.          0.          0.05963295 -0.02806376 -0.0063408
 -0.         -0.          0.        ]",0.2698419722726618,0.12449406196532742,"[3.35929029e-01 1.08631958e-02 1.00000000e+00 2.23867008e-01
 4.39963735e-07 0.00000000e+00 1.77665708e-01 0.00000000e+00
 1.00000000e+00 4.76800180e-04 1.48792090e-12 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 5.11613014e-02
 2.81880972e-02 7.71215581e-01 1.00000000e+00 1.00000000e+00
 1.00000000e+00]"
21,Vehicle crime,11,0.016361572262238666,0.7760345224279652,0.011,"[ 0.0735797  -0.01308141 -0.          0.         -0.02510553 -0.
  0.01410273 -0.          0.         -0.          0.04174717]",0.8241576426873685,0.010909297071351909,"[4.46010978e-05 4.27839686e-01 1.00000000e+00 1.00000000e+00
 7.47072343e-02 1.00000000e+00 2.93114925e-01 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.59294149e-02]"
22,Vehicle crime,10,0.013668768389867081,0.7770960301018144,0.005,"[ 0.          0.          0.          0.          0.16847161  0.
 -0.         -0.         -0.          0.05011495]",0.8174678831611674,0.02496693729600241,"[1.         1.         1.         1.         0.0995114  1.
 1.         1.         1.         0.53853191]"
23,Vehicle crime,21,0.019993409194643208,0.7746005422151472,0.011,"[ 0.05847234 -0.00507774 -0.         -0.         -0.02564175 -0.
  0.         -0.          0.         -0.          0.03694603  0.
  0.          0.          0.          0.05009403  0.02386037  0.
  0.          0.          0.01451604]",0.8206284238313952,0.017910844482594612,"[0.00147284 0.7601846  1.         1.         0.07061165 1.
 1.         1.         1.         1.         0.03664998 1.
 1.         1.         1.         0.63523946 0.5889598  1.
 1.         1.         0.86123376]"
